Managed Account;MAC;Device Name;IP Address;IPv6 Address;Device Type;Serial Number;Description;Active S/W Version;Duration;Status;Status Time;Status Time (Seconds);Height
Base Infrastructure;00:04:56:46:4C:62;30374-ZGYO439;10.70.45.131;N/A;ePMP Force 300-19R SM;;BECERRIL_ESC.NUEVA;4.6.1-RC14;119d 2h 16m;Online;3d 17h 30m;322251;N/A
Base Infrastructure;00:04:56:42:9E:C6;26812-VZVF165;10.68.247.43;N/A;ePMP Force 300-19R SM;;SUPIA_VEREDA LA QU;4.6.1-RC14;119d 2h 21m;Online;28d 20h 12m;2491969;N/A
Base Infrastructure;58:C1:7A:72:DD:F1;45935-HOQK106;10.67.203.78;N/A;ePMP Force 300C SM;E8XF0DQKBDQH;VEREDA_PAJARITO;4.7-RC14;119d 2h 41m;Online;38d 1h 29m;3288590;N/A
Base Infrastructure;58:C1:7A:FA:37:E0;BOY-SAN-MATEO;10.67.203.94;N/A;cnMatrix EX1010;XMXCMMGV144H;;4.1.0-300;119d 16h 4m;Online;64d 20h 6m;5601970;N/A
Base Infrastructure;00:04:56:27:DA:E4;45933-HOQK358;10.67.203.90;N/A;ePMP Force 300C SM;;LA_BRICHA;4.6.1-RC14;119d 17h 51m;Online;38d 1h 29m;3288592;N/A
Base Infrastructure;00:04:56:27:66:69;BOY.San Mateo-AP2;10.67.203.89;N/A;ePMP Force 300C AP;;45933-HOQK358;4.6.1-RC14;119d 18h 7m;Online;38d 18h 51m;3351092;N/A
Base Infrastructure;00:04:56:46:46:90;48896-ZGYO363;10.67.204.7;N/A;ePMP Force 300-19R SM;E6XA0B98094K;ORTEGA_BOCAS_DE_TETUAN;4.6.2;119d 18h 15m;Online;32d 19h 49m;2836179;N/A
Base Infrastructure;58:C1:7A:72:D2:84;COR.San Luis_AP3;10.71.34.54;N/A;ePMP 3000L AP;E8XF0CN241ND;32044-KPWM452;4.6.2;119d 18h 52m;Online;5d 1h 39m;437964;N/A
Base Infrastructure;00:04:56:27:DB:1D;42801-ZZZY675;10.68.253.114;N/A;ePMP Force 300C SM;;LABATECA_VDA CHONA;4.6.1-RC14;119d 19h 3m;Online;6d 3h 17m;530224;N/A
Base Infrastructure;00:04:56:46:4B:AA;49434-ZCKE570;10.67.195.53;N/A;ePMP Force 300-19R SM;E6XA0C11T93T;SAN-LUIS-VDA-PAYAN;4.6.2;119d 19h 17m;Online;37d 3h 8m;3208093;N/A
Base Infrastructure;00:04:56:42:88:86;SAN.Buenavista_AP1;10.70.119.244;N/A;ePMP Force 300-19R AP;E6VG0C3J7HCG;53582-HOQK541;4.6.1-RC14;119d 20h 54m;Online;17d 23h 54m;1554862;N/A
Base Infrastructure;00:04:56:46:4D:90;TOL_Payande_2_AP1;10.67.195.52;N/A;ePMP Force 300-19R AP;E6XA0C94K444;49434-ZCKE570;4.6.2;119d 21h 23m;Online;0d 21h 27m;77230;30 Meters
Base Infrastructure;58:C1:7A:72:44:53;SND Capitanejo_AP1;10.67.203.72;N/A;ePMP Force 300C AP;E8XE0F4FWCS7;46581-ZZZY676;4.6.1-RC14;119d 21h 30m;Online;1d 12h 52m;132761;N/A
Base Infrastructure;58:C1:7A:72:D3:14;SND Capitanejo_AP2;10.67.203.80;N/A;ePMP 3000L AP;;44957-KPWM851_44964-KPWM852_45953-ZGYO991;4.6.1-RC14;119d 21h 32m;Online;5d 1h 13m;436393;N/A
Base Infrastructure;00:04:56:46:45:1E;45037-ZZZY489;10.68.253.148;N/A;ePMP Force 300-19R SM;E6XA0B33HVZX;45037-ZZZY489 CHARALA VDA MONTEFRIO;4.7-RC14;119d 23h 27m;Online;10d 20h 23m;937391;N/A
Base Infrastructure;00:04:56:46:4C:06;36736-KPWM627;10.67.196.181;N/A;ePMP Force 300-19R SM;;36 736-KPWM627;4.6.1-RC14;120d 0h 2m;Online;5d 17h 48m;496094;N/A
Base Infrastructure;00:04:56:46:47:C2;SAN.Rokiki_AP2;10.70.112.122;N/A;ePMP Force 300-19R AP;;77778-HOQK778;4.6.0.1;120d 5h 22m;Online;26d 3h 9m;2257781;35 Meters
Base Infrastructure;00:04:56:46:63:33;SAN.Rokik_AP1;10.70.112.124;N/A;ePMP Force 300-19R AP;;77777-HOQK777;4.6.0.1;120d 5h 22m;Online;26d 3h 9m;2257763;32 Meters
Base Infrastructure;00:04:56:46:5C:B3;77777-HOQK777;10.70.112.123;N/A;ePMP Force 300-19R SM;;ESCUELA_B_EMMANUEL;4.6.0.1;120d 5h 30m;Online;38d 20h 11m;3355909;N/A
Base Infrastructure;00:04:56:46:48:12;77778-HOQK778;10.70.112.125;N/A;ePMP Force 300-19R SM;;RUBEN_DARIO;4.6.0.1;120d 5h 32m;Online;38d 20h 12m;3355937;N/A
Base Infrastructure;00:04:56:42:87:F6;51834-VZVF742;10.67.197.227;N/A;ePMP Force 300-19R SM;;LA_ILUSION;4.6.1-RC14;120d 18h 10m;Online;1d 4h 26m;102404;N/A
Base Infrastructure;58:C1:7A:72:3F:AF;SUC.San Marcos-4_AP1;10.71.51.105;N/A;ePMP Force 300C AP;;16868-KPWM057;4.6.1-RC14;120d 19h 34m;Online;7d 19h 34m;675269;N/A
Base Infrastructure;58:C1:7A:72:CF:84;HUI.La Plata : 4;10.67.196.180;N/A;ePMP 3000L AP;;;4.6.1-RC14;120d 23h 8m;Online;2d 5h 7m;191271;N/A
Base Infrastructure;58:C1:7A:72:6D:09;73730-ZCKE982;10.70.93.163;N/A;ePMP Force 300C SM;;73730-ZCKE982-URIBIA-RANCHERIA IPASHI;4.6.1-RC14;120d 23h 10m;Online;0d 5h 13m;18819;N/A
Base Infrastructure;58:C1:7A:72:12:7F;47908-ZIFV575;10.67.204.207;N/A;ePMP Force 300C SM;;IELUIS_CARLOS_GALA;4.6.1-RC14;120d 23h 37m;Online;21d 12h 36m;1859812;N/A
Base Infrastructure;00:04:56:46:5E:CB;74583-KPWM287;10.68.252.104;N/A;ePMP Force 300-19R SM;;CONCENTRACION_DESARROLLO_RURAL;4.6.1-RC14;121d 0h 5m;Online;35d 15h 46m;3080787;N/A
Base Infrastructure;00:04:56:46:4D:A6;CAQ.LA_ILUSION;10.67.197.226;N/A;ePMP Force 300-19R AP;;51834-VZVF742;4.6.1-RC14;121d 0h 12m;Online;1d 14h 4m;137084;N/A
Base Infrastructure;00:04:56:42:3A:BE;20235-VZVF584;10.68.226.35;N/A;ePMP Force 300-19R SM;;COLEGIO_HECTOR_HIGINIO;4.6.1-RC14;121d 0h 43m;Online;38d 1h 9m;3287373;N/A
Base Infrastructure;00:04:56:42:71:E6;COR.Narino_AP5;10.71.34.164;N/A;ePMP Force 300-19R AP;;31614-HOKQ771;4.6.1-RC14;122d 2h 48m;Online;1d 5h 2m;104534;N/A
Base Infrastructure;00:04:56:46:5C:C9;45558-ZZZY490;10.68.252.111;N/A;ePMP Force 300-19R SM;E6XB05V63F6V;GALÁN_VEREDA PEÑA GRANDE;4.6.2;122d 4h 25m;Online;7d 20h 38m;679117;N/A
Base Infrastructure;00:04:56:46:50:42;31290-KPWM447;10.68.229.117;N/A;ePMP Force 300-19R SM;E6XA0CNM22V2;BUENAVISTA_CRRG PRTO CÒRDOBA;4.6.2;122d 18h 34m;Online;22d 21h 32m;1978374;N/A
Base Infrastructure;00:04:56:27:68:19;38726-KPWM726;10.67.198.69;N/A;ePMP Force 300C SM;;MET, ELCSTILLO , VDA LOS ALPES;4.6.1-RC14;122d 20h 4m;Online;0d 5h 11m;18666;N/A
Base Infrastructure;00:04:56:46:5B:ED;43291-VZVF357;10.65.184.203;N/A;ePMP Force 300-19R SM;;SARDINATA_CORREGIMIENTO SAN ROQUE;4.6.1-RC14;122d 21h 2m;Online;30d 0h 7m;2592472;N/A
Base Infrastructure;00:04:56:46:5C:13;47523-VZVF975;10.71.53.53;N/A;ePMP Force 300-19R SM;;47523-VZVF975 - LA COSTERA;4.6.1-RC14;122d 22h 18m;Online;15d 21h 31m;1373477;N/A
Base Infrastructure;00:04:56:46:62:CF;NOR.San Roque_AP2;10.65.184.204;N/A;ePMP Force 300-19R AP;;43254-ZIFV725;4.6.1-RC14;122d 23h 7m;Online;7d 8h 9m;634164;N/A
Base Infrastructure;58:C1:7A:72:0E:98;HUI.Las Nieves_AP1;10.67.205.134;N/A;ePMP Force 300C AP;;HUI.Las Nieves_AP1;4.6.1-RC14;122d 23h 18m;Online;1d 18h 8m;151684;N/A
Base Infrastructure;00:04:56:46:5E:95;NOR. San Roque_AP1;10.65.184.202;N/A;ePMP Force 300-19R AP;;43291-VZVF357;4.6.1-RC14;122d 23h 32m;Online;7d 8h 9m;634162;N/A
Base Infrastructure;58:C1:7A:70:9A:78;GUJ.Cuatro Vias AP_6;10.70.42.146;N/A;ePMP 3000 AP;;74555-KPWM267,73890-HPQZ054,73892-KPWM603;4.6.0.1;122d 23h 46m;Online;43d 2h 20m;3723652;N/A
Base Infrastructure;00:04:56:46:5C:23;70343-ZCKE515_DIBULLA_PALOMINO;10.70.41.47;N/A;ePMP Force 300-19R SM;;70343-ZCKE515;4.6.1-RC14;122d 23h 49m;Online;4d 18h 10m;411021;N/A
Base Infrastructure;58:C1:7A:71:E8:D2;MET.San_Martin-1_AP1;10.67.198.68;N/A;ePMP Force 300C AP;E8XE03BSMZJG;38726-KPWM726;4.6.1-RC14;123d 0h 4m;Online;16d 23h 8m;1465697;N/A
Base Infrastructure;00:04:56:46:47:A4;37443-KPWM146;10.67.206.207;N/A;ePMP Force 300-19R SM;;37443-KPWM146_TELLO_VDAMEDIORIENTE;4.6.1-RC14;123d 0h 14m;Offline;49d 20h 9m;4306159;N/A
Base Infrastructure;58:C1:7A:71:32:BA;HUI.PALACIO_AP4;10.67.206.206;N/A;ePMP 3000 AP;E8XB0378Q10T;37443-KPWM146;4.6.1-RC14;123d 1h 40m;Online;0d 23h 46m;85593;N/A
Base Infrastructure;58:C1:7A:72:DF:2C;GUJ.Katanamana_AP6;10.70.93.162;N/A;ePMP Force 300C AP;E8XF0DV2V54P;73730-ZCKE982;4.6.1-RC14;123d 21h 28m;Online;5d 20h 24m;505495;N/A
Base Infrastructure;00:04:56:42:2E:3E;30930-ZCKE514;10.70.44.185;N/A;ePMP Force 300-19R SM;;30930-ZCKE514-SANDIEGIO-CGTOLOSTUPES;4.6.1-RC14;123d 21h 36m;Online;11d 1h 12m;954735;N/A
Base Infrastructure;58:C1:7A:FB:C6:80;HUI-LAS-NIEVES;10.67.205.158;N/A;cnMatrix TX2020R-P;XMXDMPKVGW1T;;4.1.0-300;123d 21h 41m;Online;50d 0h 39m;4322374;N/A
Base Infrastructure;00:04:56:46:49:C8;45232-ZGYO993;10.65.191.195;N/A;ePMP Force 300-19R SM;;ESCUELA RURAL BETANIA;4.6.1-RC14;123d 23h 0m;Online;25d 20h 48m;2234905;N/A
Base Infrastructure;00:04:56:42:25:AA;SND.Malaga-3_AP2;10.65.191.194;N/A;ePMP Force 300-19R AP;E6VE07SJDVLF;45232-ZGYO993;4.6.1-RC14;123d 23h 0m;Online;1d 8h 44m;117854;N/A
Base Infrastructure;00:04:56:46:3D:62;RIO.Aeropuerto-2_AP1;10.70.43.100;N/A;ePMP Force 300-19R AP;;;4.6.1-RC14;124d 4h 20m;Online;0d 5h 37m;20221;N/A
Base Infrastructure;00:04:56:46:3D:6A;SND.Ruitoque_AP4;10.68.249.114;N/A;ePMP Force 300-19R AP;;;4.6.1-RC14;124d 4h 22m;Online;36d 21h 1m;3186105;N/A
Base Infrastructure;58:C1:7A:72:DF:3E;GUJ.Katanamana_AP5;10.70.95.106;N/A;ePMP Force 300C AP;E8XF0DV8QLH6;10001796;4.6.1-RC14;124d 4h 27m;Online;5d 21h 39m;509960;N/A
Base Infrastructure;00:04:56:46:4C:92;38714-ZGYO641;10.67.207.179;N/A;ePMP Force 300-19R SM;;38714-ZGYO641;4.6.1-RC14;124d 20h 25m;Online;14d 5h 25m;1229107;N/A
Base Infrastructure;58:C1:7A:71:E3:D7;74556-KPWM070;10.70.93.49;N/A;ePMP Force 300C SM;E8XE02VMGVNH;MANAURE_LA_MANZANA;4.6.2;124d 20h 41m;Online;2d 2h 19m;181146;N/A
Base Infrastructure;58:C1:7A:72:CB:DC;COR.LA ESMERALDA _AP2;10.71.39.88;N/A;ePMP 3000L AP;;31870-KPWM450;4.6.1-RC14;124d 20h 58m;Online;1d 7h 44m;114276;N/A
Base Infrastructure;00:04:56:46:47:86;31870-KPWM450;10.71.39.89;N/A;ePMP Force 300-19R SM;;PLANETA RICA_VEREDA MARIMBA;4.6.1-RC14;124d 21h 6m;Online;5d 16h 23m;491010;N/A
Base Infrastructure;58:C1:7A:72:DF:11;GUJ.Katanamana_AP4;10.70.95.44;N/A;ePMP Force 300C AP;;73769-ZCKE981;4.6.1-RC14;124d 21h 49m;Online;5d 21h 40m;510045;12 Meters
Base Infrastructure;58:C1:7A:72:67:81;73769-ZCKE981;10.70.95.45;N/A;ePMP Force 300C SM;;73769-ZCKE981-URIBIA-RANCHERIA MURREMANA;4.6.1-RC14;124d 21h 49m;Offline;11d 4h 57m;968272;N/A
Base Infrastructure;00:04:56:46:4D:C2;74172-HOQK443;10.70.45.137;N/A;ePMP Force 300-19R SM;E6XA0C9ZPPDD;74172-HOQK443_BECERRIL_VDA_Batatal;4.6.1-RC26;124d 22h 33m;Online;19d 2h 13m;1649601;N/A
Base Infrastructure;00:04:56:46:4F:E0;CES.Becerril_AP6;10.70.45.136;N/A;ePMP Force 300-19R AP;E6XA0CM0TBXS;74172-HOQK443;4.6.1-RC26;124d 22h 41m;Online;0d 16h 2m;57763;N/A
Base Infrastructure;00:04:56:42:9D:DE;36179_KPWM338;10.66.103.51;N/A;ePMP Force 300-19R SM;;ACEVEDO_EL_RUBI;4.6.1-RC14;124d 22h 51m;Offline;124d 20h 6m;10786006;N/A
Base Infrastructure;00:04:56:46:3F:76;74550-KPWM295;10.70.93.233;N/A;ePMP Force 300-19R SM;;BARRANCAS_REG_SAN_FRANCISCO;4.6.1-RC14;124d 23h 7m;Online;22d 22h 58m;1983501;N/A
Base Infrastructure;00:04:56:46:45:78;GUJ.PAPAYAL_AP2;10.70.93.232;N/A;ePMP Force 300-19R AP;;74550-KPWM295;4.6.1-RC14;124d 23h 10m;Online;9d 3h 23m;789784;N/A
Base Infrastructure;58:C1:7A:4F:E1:82;36153-ZIFV632;10.66.103.59;N/A;ePMP Force 200 SM;E8WM05W0HFPC;36153-ZIFV632-ACEVEDO-VDA-SANTO-DOMINGO;4.6.1-RC27;124d 23h 19m;Online;1d 14h 14m;137687;N/A
Base Infrastructure;00:04:56:46:3C:CE;44664-ZZZY193;10.68.248.91;N/A;ePMP Force 300-19R SM;;IE_ORIENTE_MIRAFLORES_SEDE_SAN JOSE;4.6.1-RC14;125d 0h 57m;Online;1d 3h 25m;98718;N/A
Base Infrastructure;58:C1:7A:4F:EB:C4;53830-HOQK481;10.67.200.21;N/A;ePMP Force 200 SM;E8WM099LBT89;VDA_ElProgreso;4.6.2;125d 1h 13m;Online;11d 3h 6m;961590;N/A
Base Infrastructure;00:04:56:42:73:84;47384-ZGYO504;10.71.55.200;N/A;ePMP Force 300-19R SM;;47384-ZGYO504-OVEJAS-EL PALMAR;4.6.1-RC14;125d 1h 26m;Online;4d 20h 38m;419909;N/A
Base Infrastructure;58:C1:7A:72:CB:0A;RIO.Universidades_AP7;10.70.93.48;N/A;ePMP 3000L AP;;74556-KPWM070;4.6.0.1;125d 1h 46m;Online;0d 12h 33m;45232;N/A
Base Infrastructure;58:C1:7A:4F:E1:7C;47574-HOQK024;10.70.119.182;N/A;ePMP Force 200 SM;E8WM05VW8WZV;47574-HOQK024_SAN ONOFRE_CENTRO EDUCATIVO LAS BRISAS;4.6.1;125d 1h 51m;Online;0d 22h 14m;80062;N/A
Base Infrastructure;00:04:56:42:2F:7C;CES.San Diego_AP1;10.70.44.184;N/A;ePMP Force 300-19R AP;;30930-ZCKE514;4.6.1-RC14;125d 2h 9m;Online;11d 22h 49m;1032577;N/A
Base Infrastructure;00:04:56:42:3F:A8;CES.Aguas Blancas_AP1;10.70.41.228;N/A;ePMP Force 300-19R AP;;74195-VZVF411;4.6.1-RC14;125d 16h 7m;Online;1d 7h 26m;113196;N/A
Base Infrastructure;00:04:56:46:60:D7;45560-HOQK578;10.67.203.171;N/A;ePMP Force 300-19R SM;E6XB06FHNL17;45560-HOQK578 GAMBITA VDA LA CARRERA;4.6.2;125d 16h 17m;Online;0d 19h 56m;71793;N/A
Base Infrastructure;00:04:56:46:47:BA;36559-KPWM327;10.67.202.199;N/A;ePMP Force 300-19R SM;;36559-KPWM327_GIGANTE_LOS OLIVOS;4.6.1-RC14;125d 18h 12m;Online;0d 0h 53m;3186;N/A
Base Infrastructure;00:04:56:46:3D:A2;HUI.Potrerillos_AP2;10.67.202.198;N/A;ePMP Force 300-19R AP;E6XA0915C3NX;36559-KPWM327;4.6.1-RC14;125d 19h 19m;Online;4d 21h 36m;423381;N/A
Base Infrastructure;00:04:56:42:26:AE;30364-ZGYO141;10.70.47.116;N/A;ePMP Force 300-19R SM;;30364-ZGYO141_ASTREA_VDA_SanPedro;4.6.1-RC14;125d 19h 32m;Online;8d 20h 38m;765484;N/A
Base Infrastructure;58:C1:7A:72:D4:F4;TOL_GAITANIA_AP1;10.66.102.38;N/A;ePMP 3000L AP;E8XF0CW05X6S;49084-HOQK475, 49009-KPWM634;4.6.2;125d 20h 5m;Offline;0d 13h 40m;49208;N/A
Base Infrastructure;00:04:56:46:5C:DB;SND.Gambita_AP2;10.67.203.170;N/A;ePMP Force 300-19R AP;E6XB05VHZ8R8;45560-HOQK578;4.6.2;125d 20h 27m;Online;27d 23h 50m;2418631;N/A
Base Infrastructure;00:04:56:42:22:7E;31534-VZVF055;10.71.37.69;N/A;ePMP Force 300-19R SM;;CIÉNAGA DE ORO_SANTIAGO POBRE;4.6.1-RC14;125d 21h 12m;Online;0d 15h 35m;56137;N/A
Base Infrastructure;00:04:56:27:86:2D;HUI.Teruel_AP2;10.67.207.20;N/A;ePMP 3000L AP;;37487-VZVF764;4.6.1-RC14;125d 21h 25m;Online;25d 19h 22m;2229766;N/A
Base Infrastructure;00:04:56:46:4F:66;39328-ZCKE701;10.66.96.195;N/A;ePMP Force 300-19R SM;;RESTREPO_VEREDA LOS MEDIOS;4.6.1-RC14;125d 21h 37m;Online;26d 4h 5m;2261145;N/A
Base Infrastructure;58:C1:7A:72:CA:6E;MET.Puerto_Concordia_AP1;10.67.200.18;N/A;ePMP 3000L AP;E8XF0BW2WK9P;53768-HOQK451_53830-HOQK481;4.6.1;125d 22h 17m;Online;0d 8h 9m;29390;N/A
Base Infrastructure;00:04:56:46:4F:50;MET.Wyndham_Garden;10.66.96.194;N/A;ePMP Force 300-19R AP;;39328-ZCKE701;4.6.1-RC14;125d 23h 41m;Online;0d 19h 8m;68907;N/A
Base Infrastructure;00:04:56:46:40:14;36479-VZVF912;10.67.207.5;N/A;ePMP Force 300-19R SM;;36479-VZVF912_ALTO_FATIMA;4.6.1-RC14;125d 23h 53m;Online;25d 19h 2m;2228522;N/A
Base Infrastructure;00:04:56:42:3B:0C;42804-ZZZY310;10.68.253.116;N/A;ePMP Force 300-19R SM;;42804-ZZZY310-LABATECA-CENTRO EDUCATIVO RURAL SAN BERNARDO DE BALSA;4.6.1-RC14;125d 23h 55m;Online;10d 21h 16m;940569;N/A
Base Infrastructure;00:04:56:46:46:50;30818-ZGYO846;10.70.47.69;N/A;ePMP Force 300-19R SM;;30818-ZGYO846_ESC._RUR._MIXTA_MORRISON;4.6.1-RC14;125d 23h 55m;Online;23d 19h 33m;2057635;N/A
Base Infrastructure;00:04:56:46:5D:93;NOR.Via Toledo_AP2;10.68.253.115;N/A;ePMP Force 300-19R AP;;42804-ZZZY310;4.6.1-RC14;126d 0h 0m;Online;13d 19h 28m;1193312;N/A
Base Infrastructure;00:04:56:42:6F:40;47052-ZZZY105;10.71.48.19;N/A;ePMP Force 300-19R SM;;47052-ZZZY105_VEREDA_BUENOS_AIRE;4.6.1-RC14;126d 1h 15m;Online;2d 11h 40m;214846;N/A
Base Infrastructure;58:C1:7A:72:68:7D;73714-KPWM127;10.70.95.71;N/A;ePMP Force 300C SM;;URIBIA_RANCHERIA ATAIN;4.6.1-RC14;126d 1h 56m;Online;0d 5h 11m;18704;N/A
Base Infrastructure;00:04:56:42:29:DA;30898-KPWM257;10.70.93.197;N/A;ePMP Force 300-19R SM;;30898-KPWM257-SANALBERTO-VDAMIRAFLORES;4.6.1-RC14;126d 2h 34m;Online;0d 1h 8m;4117;N/A
Base Infrastructure;00:04:56:46:40:10;CES.Libano_AP2;10.70.93.196;N/A;ePMP Force 300-19R AP;;30898-KPWM257;4.6.1-RC14;126d 16h 43m;Online;3d 8h 1m;288070;N/A
Base Infrastructure;58:C1:7A:72:CB:67;CAD.Irra-AP-1;10.68.247.196;N/A;ePMP 3000L AP;E8XF0BZTSKG7;;4.6.2;126d 18h 17m;Offline;114d 18h 10m;9915055;N/A
Base Infrastructure;00:04:56:27:09:5D;SND.Valle de San Jose_AP1;10.68.252.115;N/A;ePMP 3000 AP;;46149-ZCKE066_46540-ZGYO405_46544-ZIFV968_46944-ZCKE462_46950-ZCKE456;4.6.1-RC14;126d 19h 0m;Online;0d 21h 31m;77480;N/A
Base Infrastructure;58:C1:7A:72:EA:93;GUJ.Cerro La Teta_AP3;10.70.95.70;N/A;ePMP 3000L AP;;73714-KPWM127, 73787-HOQK165, 73795-KPWM572;4.6.1-RC14;126d 19h 59m;Online;9d 23h 56m;863761;N/A
Base Infrastructure;58:C1:7A:FA:DF:00;BUC-AEROPUERTO;10.68.252.158;N/A;cnMatrix EX1010;XMXDMNM91VW6;;4.1.0-300;126d 21h 6m;Online;6d 0h 38m;520704;N/A
Base Infrastructure;00:04:56:46:48:AA;31449-ZGYO730;10.71.53.139;N/A;ePMP Force 300-19R SM;;31449-ZGYO730_ESC_RUR_MIX_SANTA_;4.6.1-RC14;126d 21h 56m;Online;12d 22h 40m;1118401;N/A
Base Infrastructure;00:04:56:46:40:7A;TOL_El_Penon_AP4;10.67.205.168;N/A;ePMP Force 300-19R AP;E6XA09F95RPR;TOL.EL.PENON;4.6.2;126d 22h 0m;Offline;0d 4h 3m;14588;N/A
Base Infrastructure;00:04:56:46:45:4C;30803-ZGYO847;10.70.47.73;N/A;ePMP Force 300-19R SM;;30803-ZGYO847 I.E._LOS_ANGELES;4.6.1-RC14;126d 22h 9m;Online;23d 19h 35m;2057703;N/A
Base Infrastructure;00:04:56:42:71:D4;31561-ZZZY811;10.71.32.72;N/A;ePMP Force 300-19R SM;;LORICA_CORREG LOS GOMEZ;4.6.1-RC14;126d 22h 52m;Online;20d 3h 46m;1741581;N/A
Base Infrastructure;00:04:56:46:43:EC;30979-ZZZY681_TAMALAMEQUE_CGTO P;10.70.46.93;N/A;ePMP Force 300-19R SM;;30979-ZZZY681;4.6.1-RC14;126d 23h 0m;Online;6d 1h 43m;524627;N/A
Base Infrastructure;00:04:56:46:3F:7E;46421-VZVF223;10.68.252.52;N/A;ePMP Force 300-19R SM;;46421-VZVF223 Rionegro V La Paz;4.6.1-RC14;127d 0h 26m;Online;10d 3h 50m;877856;N/A
Base Infrastructure;00:04:56:46:40:8E;21970-KPWM361;10.68.209.101;N/A;ePMP Force 300-19R SM;E6XA09FM61LB;Turbo-Nueva Colonia;4.6.2;127d 1h 13m;Online;0d 5h 48m;20892;N/A
Base Infrastructure;00:04:56:46:3E:A2;37724-KPWM122;10.70.93.69;N/A;ePMP Force 300-19R SM;;SAN_JUAN_ESC_CANAVERALES;4.6.1-RC14;127d 1h 45m;Online;4d 15h 46m;402419;N/A
Base Infrastructure;58:C1:7A:72:D3:50;COR.El Contento_AP4;10.71.37.68;N/A;ePMP 3000L AP;;31534-VZVF055;4.6.1-RC14;127d 18h 11m;Online;23d 0h 5m;1987548;N/A
Base Infrastructure;00:04:56:46:4F:B2;39371-KPWM216;10.67.206.151;N/A;ePMP Force 300-19R SM;;SAN_JUANITO_VDA_SAN_LUIS_EL_PLAN;4.6.1-RC14;127d 23h 2m;Online;7d 19h 9m;673783;N/A
Base Infrastructure;00:04:56:46:4F:04;39366-ZZZY167;10.67.206.147;N/A;ePMP Force 300-19R SM;;SAN_JUANITO_VDA_SAN_LUIS_DE_TOLEDO;4.6.1-RC14;128d 18h 12m;Online;7d 19h 9m;673780;N/A
Base Infrastructure;00:04:56:46:4F:2A;MET.San_Juanito_AP2;10.67.206.150;N/A;ePMP Force 300-19R AP;E6XA0CHZRLPG;39371-KPWM216;4.6.1-RC14;128d 20h 27m;Online;7d 19h 18m;674322;N/A
Base Infrastructure;00:04:56:46:49:EE;MET.San_Juanito_AP1;10.67.206.146;N/A;ePMP Force 300-19R AP;E6XA0BRMKGVF;39366-ZZZY167;4.6.1-RC14;128d 20h 52m;Online;7d 19h 18m;674322;N/A
Base Infrastructure;58:C1:7A:72:6E:A4;13390-ZGYO655;10.68.253.39;N/A;ePMP Force 300C SM;E8XF026J56KG;13390-ZGYO655_Gamarra-Palenquillo;4.6.1-RC26;129d 17h 33m;Online;7d 3h 15m;616509;N/A
Base Infrastructure;58:C1:7A:72:6E:1A;31872-ZZZY893;10.71.37.23;N/A;ePMP Force 300C SM;;31872-ZZZY893_PLANETA RICA_CAROL;4.6.1-RC14;129d 18h 31m;Offline;103d 19h 28m;8969335;N/A
Base Infrastructure;58:C1:7A:F9:AF:E0;SUC-SANMARCOS-3;10.71.52.222;N/A;cnMatrix TX2020R-P;XMXBMLT0HZWC;;4.1.0-300;129d 20h 43m;Online;42d 0h 53m;3632021;N/A
Base Infrastructure;00:04:56:46:40:5A;26703-ZZZY352;10.68.246.143;N/A;ePMP Force 300-19R SM;;SAMANÁ_DE SAN DIEGO;4.6.1-RC14;129d 22h 57m;Online;31d 16h 45m;2738736;N/A
Base Infrastructure;00:04:56:46:5C:AD;13304-ZGYO085;10.70.46.7;N/A;ePMP Force 300-19R SM;E6XB05TQ4S8P;13304-ZGYO085;4.6.1-RC27;129d 23h 10m;Online;9d 20h 5m;849950;N/A
Base Infrastructure;00:04:56:46:4E:A4;HUI.Acevedo-AP3;10.67.197.58;N/A;ePMP Force 300-19R AP;;36164-KPWM625;4.6.1-RC14;130d 1h 29m;Online;0d 22h 1m;79305;65 Meters
Base Infrastructure;00:04:56:46:4F:00;36164-KPWM625;10.67.197.21;N/A;ePMP Force 300-19R SM;;MARCELINO PASTRANA _ACEVEDO;4.6.1-RC14;130d 1h 32m;Offline;1d 0h 31m;88286;N/A
Base Infrastructure;00:04:56:46:42:C8;37506-VZVF923;10.67.195.71;N/A;ePMP Force 300-19R SM;E6XA09R4XXRX;37506-VZVF923_TIMANA_QUINCHE;4.6.2;130d 1h 40m;Online;0d 0h 4m;288;N/A
Base Infrastructure;00:04:56:42:86:42;73970-ZCKE931;10.70.93.35;N/A;ePMP Force 300-19R SM;;RIOHACHA_COMUNIDAD_MANANTIAL.;4.6.1-RC14;130d 4h 1m;Online;0d 2h 11m;7863;N/A
Base Infrastructure;00:04:56:46:4A:BA;54491-KPWM035;10.70.47.75;N/A;ePMP Force 300-19R SM;;54491-KPWM035_SAN MARTIN_VDA TISQUIRAMA;4.6.1-RC14;130d 16h 46m;Offline;63d 4h 31m;5459464;N/A
Base Infrastructure;58:C1:7A:72:6B:4A;COR.ARROYO_ARENA_31872-ZZZY893;10.71.37.22;N/A;ePMP Force 300C AP;;31872-ZZZY893;4.6.1-RC14;130d 16h 50m;Offline;103d 19h 28m;8969335;37 Meters
